"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:0e5STSwtLEXKN4ygFYydJd","Aunty Ji","spotify:artist:1cfG7UM0OD4O1II1nd15Qo, spotify:artist:6LyiUcIr0wG0mC8E01kyI6, spotify:artist:1vM5cIvyQYTdXXXHl5IV6T, spotify:artist:7HCqGPJcQTyGJ2yqntbuyr","Ash King, Neuman Pinto, Bianca Gomes, Amit Trivedi","spotify:album:3EAMYk4XshI4q0OMxrAXRq","Ek Main Aur Ekk Tu","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr","Amit Trivedi","2011-12-29","https://i.scdn.co/image/ab67616d0000b273dbde461b6d5675fac8ea50e9","1","3","274784","https://p.scdn.co/mp3-preview/7d969659becb04ec47efc1e8902a1ce954f71339?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","INS181104441","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-24T12:38:51Z","bollywood,hindi pop,desi,bangla pop,bollywood,hindi indie,bollywood,bollywood,hindi pop,desi,gujarati garba,gujarati pop","0.665","0.801","0","-5.95","1","0.0972","0.0535","0.00000309","0.3","0.899","159.854","4","","T-Series","C 2011 Super Cassettes Industries Private Limited, P 2011 Super Cassettes Industries Private Limited"
"spotify:track:34wsgkPMRk3xIfHdwtezbf","Tainu Leke","spotify:artist:1dVygo6tRFXC8CSWURQJq2, spotify:artist:0Yb0T3wUUNiIvHjqnfkbuH","Sonu Nigam, Mahalakshmi Iyer","spotify:album:2AYTX7A8GfZrlVwRTdt3QZ","Salaam-E-Ishq","spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ","Shankar-Ehsaan-Loy","2007-07-12","https://i.scdn.co/image/ab67616d0000b27380cb44e037bdc5dd5bcace15","1","5","273577","https://p.scdn.co/mp3-preview/5eac2c34d3e967738ae72c0e7e40049c01070db5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INS180606924","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-24T12:39:05Z","kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop,bollywood,desi,hindi pop","0.796","0.94","7","-6.858","1","0.0804","0.17","0.000168","0.249","0.699","117.008","4","","T-Series","C 2007 Super Cassettes Industries Private Limited, P 2007 Super Cassettes Industries Private Limited"
"spotify:track:3f26GAn3yOXfoclLyN8AdD","Offo","spotify:artist:4iW4xSfMEIvrXM0Iu3aFDY, spotify:artist:2fMqTqiTxUDlmcOEPaQSsx","Aditi Singh Sharma, Amitabh Bhattacharya","spotify:album:4PmYasI57t8uJJAOt0zKud","2 States","spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ","Shankar-Ehsaan-Loy","2014-03-14","https://i.scdn.co/image/ab67616d0000b273c7b8d39b1e113845906984ab","1","1","213941","https://p.scdn.co/mp3-preview/251cd0308db890a6e08d4ca1544b63540bbcaf41?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","INS181400556","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-24T12:39:10Z","bollywood,desi,hindi pop,bollywood,hindi pop,desi","0.799","0.609","3","-6.729","1","0.0448","0.0158","0","0.0642","0.758","130.031","4","","T-Series","C 2014 Super Cassettes Industries Private Limited, P 2014 Super Cassettes Industries Private Limited"
"spotify:track:2RktkeigsgvhuRNQl0ioGS","Bhage Re Mann","spotify:artist:3eDT9fwXKuHWFvgZaaYC5v","Sunidhi Chauhan","spotify:album:2KM6alMpwGJCiVnDNE6Z8C","Chameli","spotify:artist:6AwwLwgIsTIXZ8kHWaZUj5, spotify:artist:3GdSQUH1BRtl9UrrtuwJlP","Sandesh Shandilya, Irshad Kamil","2003-11-22","https://i.scdn.co/image/ab67616d0000b273db065746f99e0572f2c26d70","1","1","334053","https://p.scdn.co/mp3-preview/55f33e8c3517b2627f6c9823aefe64e1591a2066?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","INS180351149","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-24T12:42:23Z","bollywood,desi,hindi pop","0.693","0.693","5","-8.153","0","0.0388","0.628","0.0000225","0.178","0.592","117.012","4","","T-Series","C 2003 Super Cassettes Industries Private Limited, P 2003 Super Cassettes Industries Private Limited"
"spotify:track:2fqNdySq1LqGO95LAFjJe0","Mannat","spotify:artist:3qdu3XhzSzkRhbwdFKnSuw, spotify:artist:1dVygo6tRFXC8CSWURQJq2, spotify:artist:0oOet2f43PA68X5RxKobEy, spotify:artist:0ESWSdsAB8QDp2eA4ES2Er, spotify:artist:3GBSge8pq7mpezUQl0GAOA","Sajid-Wajid, Sonu Nigam, Shreya Ghoshal, Keerthi Sagathia, Kausar Munir","spotify:album:1LaUmLBrDfIxKAKpXUuy6n","Daawat-e-Ishq","spotify:artist:3qdu3XhzSzkRhbwdFKnSuw","Sajid-Wajid","2014-07-17","https://i.scdn.co/image/ab67616d0000b273014b802e3b25d017a1046193","1","2","300016","https://p.scdn.co/mp3-preview/ac88171068e5d58d9e7ad453bda5c9fcba8be219?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","INY091400136","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-24T13:01:11Z","bollywood,desi,hindi pop,kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop,bollywood,hindi pop,kannada pop,desi,marathi pop,gujarati pop,bollywood,bollywood,hindi pop,desi,qawwali,sufi","0.579","0.523","3","-10.398","1","0.0422","0.676","0","0.107","0.456","87.789","4","","YRF Music","C 2014 YRF Music, P 2014 YRF Music"
"spotify:track:6eEAevjmfFiu5SSvH0DRY8","Aahun Aahun","spotify:artist:0BEr6nvOOHQMy53md08n9Y, spotify:artist:3tHD07u1ON4uHxmnT9rwqZ, spotify:artist:4HQeSXwG2BVH0KvxHE5oCf, spotify:artist:1wRPtKGflJrBx9BmLsSwlU","Master Saleem, Neeraj Shridhar, Suzanne D'Mello, Pritam","spotify:album:7CIIJ9TXRdX5bMrvO0vC3v","Love Aaj Kal (Original Motion Picture Soundtrack)","spotify:artist:1wRPtKGflJrBx9BmLsSwlU","Pritam","2009-07-31","https://i.scdn.co/image/ab67616d0000b27385a760b97fd9afe045e9ff2d","1","3","290493","https://p.scdn.co/mp3-preview/dfdb846b489519c1b9836a21cf125c1bfb0a721f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBSGZ0900018","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-24T15:45:28Z","bhangra,bollywood,desi,bollywood,desi,hindi pop,bollywood,hindi pop,bollywood,hindi pop,desi,sufi","0.536","0.903","1","-5.501","0","0.307","0.155","0.0000499","0.0641","0.657","129.967","4","","Eros Now Music","C 2009 Eros International Ltd., P 2009 Eros International Ltd."
"spotify:track:1tPPINau3vBP8Q89JTn0ER","Saudebazi (Encore)","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4W91bbPB2CTSsHwt7eqNl7","Pritam, Javed Ali","spotify:album:4vEEM3r28ziX8aYSPhnaC9","Aakrosh","spotify:artist:1wRPtKGflJrBx9BmLsSwlU","Pritam","2010-09-18","https://i.scdn.co/image/ab67616d0000b273b425c9dadc417923e894eb59","1","8","354862","https://p.scdn.co/mp3-preview/e7bbda9093d07123afc7cb689e07be865b0b0d12?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","INS181008327","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-24T15:46:31Z","bollywood,hindi pop,desi,sufi,sufi,bollywood,hindi pop,qawwali,desi,desi pop","0.69","0.73","5","-6.587","1","0.0307","0.121","0","0.346","0.779","113.967","4","","T-Series","C 2010 Super Cassettes Industries Private Limited, P 2010 Super Cassettes Industries Private Limited"
"spotify:track:0RM5vou1ZdEtpYuqchUwTA","Chhan Ke Mohalla","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:3eDT9fwXKuHWFvgZaaYC5v, spotify:artist:7dlRYB2xNL7gYsiXfSQI1f","Pritam, Sunidhi Chauhan, Ritu Pathak","spotify:album:0ChYFvhig7joYMzLKyvKvY","Action Replayy","spotify:artist:1wRPtKGflJrBx9BmLsSwlU","Pritam","2010-10-07","https://i.scdn.co/image/ab67616d0000b273d278ff3936ad81ae44503b98","1","4","313597","https://p.scdn.co/mp3-preview/84f3f3426eac8e431ad3e8f221a7b1bf077e65f8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","INS181008588","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-28T07:26:33Z","bollywood,hindi pop,desi,sufi,bollywood,desi,hindi pop,bollywood,desi","0.838","0.92","10","-3.734","0","0.178","0.155","0.00000795","0.392","0.745","104.968","4","","T-Series","C 2010 Super Cassettes Industries Private Limited, P 2010 Super Cassettes Industries Private Limited"
"spotify:track:7jpmNt5iCtSdXuT1xEGp8O","Patakha Guddi","spotify:artist:5Y1AqsKrn4ZFw118BUwEfE, spotify:artist:7ezZ4ix4QBrKkvxanGClFB","Sultana, Jyoti Nooran","spotify:album:4MRvvPTLIVBHVEMfVC20jI","Highway","spotify:artist:1mYsTxnqsietFxj1OgoGbG, spotify:artist:3GdSQUH1BRtl9UrrtuwJlP","A.R. Rahman, Irshad Kamil","2014-01-22","https://i.scdn.co/image/ab67616d0000b2731f4e9ecaf6913e207810093f","1","1","285185","https://p.scdn.co/mp3-preview/f9eea2cf218458affe88f245534bfd5f7a6c565f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","INS181400022","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-30T10:53:20Z","bollywood,sufi,bollywood,qawwali","0.814","0.791","11","-5.057","1","0.0934","0.25","0","0.124","0.902","130.941","4","","T-Series","C 2014 Super Cassettes Industries Private Limited, P 2014 Super Cassettes Industries Private Limited"
"spotify:track:7AsG1F1eMWd17RYan8M3Wm","Dil Nu","spotify:artist:6LEG9Ld1aLImEFEVHdWNSB, spotify:artist:6aQfrWHwAcuY8IYItbChZh","AP Dhillon, Shinda Kahlon","spotify:album:0eZKTY3yDMqMTrVvtcEokh","Two Hearts Never Break The Same","spotify:artist:6LEG9Ld1aLImEFEVHdWNSB","AP Dhillon","2022-10-07","https://i.scdn.co/image/ab67616d0000b2738471bff5344bd04f60ac834a","1","5","233666","https://p.scdn.co/mp3-preview/80a02dbe2c45c823769d20aac02e25512eb5147a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","TCAGN2223572","spotify:user:71qh0d2u9dhfb24tw0lupnj8c","2023-03-31T06:46:53Z","punjabi hip hop,punjabi pop,desi,bhangra,desi hip hop,desi pop,punjabi hip hop,punjabi pop,desi,bhangra,desi hip hop","0.811","0.655","1","-7.118","0","0.0353","0.0947","0.00000163","0.068","0.925","117.979","4","","RUN-UP RECORDS","C 2022 RUN-UP RECORDS, P 2022 RUN-UP RECORDS"
