"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:28odLhBa4Yh2yPoDWJMOPb","Shish Nawata Hoon","spotify:artist:1tqysapcCh1lWEAc9dIFpa, spotify:artist:6FtZhorjCMfkaVJ7kKdmq7","Jubin Nautiyal, Payal Dev","spotify:album:7JZzBH1aQqUhJTTaR2vsQW","Shish Nawata Hoon","spotify:artist:1tqysapcCh1lWEAc9dIFpa, spotify:artist:6FtZhorjCMfkaVJ7kKdmq7","Jubin Nautiyal, Payal Dev","2022-04-05","https://i.scdn.co/image/ab67616d0000b273e401a076437a66f463554ec3","1","1","232142","https://p.scdn.co/mp3-preview/2484b838aec67db35e03fb9e2db3f1a28203b692?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","FR59R2250528","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-03-30T14:01:31Z","bhajan,hindi pop,bollywood,devotional,desi,bhajan,devotional,bollywood,hindi pop,desi pop,desi","0.382","0.688","7","-4.767","1","0.0401","0.464","0","0.0857","0.468","83.227","4","","Jubin Nautiyal","C 2022 Jubin Nautiyal, P 2022 Jubin Nautiyal"
"spotify:track:6zYUAhqQ1uzkYCONion2Vr","Hanuman Chalisa","spotify:artist:1SJOL9HJ08YOn92lFcYf8a, spotify:artist:0Fm8rAvs16X9bLeNuHGNo2","Shankar Mahadevan, AJay","spotify:album:2pC19VoBEvkmLhvyxrj69U","Vaah! Life Ho Toh Aisi! (Original Motion Picture Soundtrack)","spotify:artist:0sSxphmGskGCKlwB9xa6WU, spotify:artist:1MMfxjqYdLlh9iYlNpe4Nq","Himesh Reshammiya, Ajay-Atul","2005-12-23","https://i.scdn.co/image/ab67616d0000b273176db8f3750340787f4977d5","1","3","569440","https://p.scdn.co/mp3-preview/c2208d57086bc4e54b86b71bed84a10a00c31ab9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","INT100500012","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-03-30T14:01:54Z","bollywood,marathi pop,devotional,bhajan,desi,tamil dance,hindi pop,tamil pop,bhajan,devotional","0.693","0.718","9","-9.625","1","0.123","0.513","0.00000133","0.0851","0.408","101.994","4","","Tips Industries Ltd","C © 2005 Tips Industries Ltd. Under Exclusive License to ADA/Warner Music, P ℗ 2005 Tips Industries Ltd. Under Exclusive License to ADA/Warner Music"
"spotify:track:4caG3rDBMXGLWzCzhXZ92c","Humare Saath Shri Raghunath","spotify:artist:0ivZyfIHsCjQGS5OqHt3hA","Agam Aggarwal","spotify:album:4KVyUsDWT1tyPWrRdHSUeo","Humare Saath Shri Raghunath","spotify:artist:0ivZyfIHsCjQGS5OqHt3hA","Agam Aggarwal","2022-10-17","https://i.scdn.co/image/ab67616d0000b2734ab8c098eb041ef10cba5d7e","1","1","249365","https://p.scdn.co/mp3-preview/154dae349edbcfbba63fe2439591647c79c456e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","INS932200331","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-04-06T12:52:02Z","bhajan,devotional","0.681","0.638","5","-8.024","0","0.0584","0.684","0","0.0971","0.554","134.071","1","","Shemaroo Entertainment Ltd.","C 2022 Shemaroo Entertainment Ltd., P 2022 Shemaroo Entertainment Ltd."
