"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:3f4fc8c8unrQeKecmUPEDR","Warriors","spotify:artist:47mIJdHORyRerp4os813jD, spotify:artist:4SGDDnlwi5G42HTGzYl2Fc, spotify:artist:0zJa53LLSg4TcZ5Lm4zFB8","League of Legends, 2WEI, Edda Hayes","spotify:album:0uyb1O2aodxewxYrAHzqIn","Warriors","spotify:artist:47mIJdHORyRerp4os813jD, spotify:artist:4SGDDnlwi5G42HTGzYl2Fc, spotify:artist:0zJa53LLSg4TcZ5Lm4zFB8","League of Legends, 2WEI, Edda Hayes","2020-01-10","https://i.scdn.co/image/ab67616d0000b273f8fa082806184fcb032d8e0a","1","1","204586","https://p.scdn.co/mp3-preview/45ab2d9b7857fc872ee5d65bb4524f89866b46e9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","QZH6S1900254","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-04-07T08:10:17Z","","0.14","0.478","1","-10.145","0","0.0484","0.1","0.000112","0.105","0.0412","185.121","3","","Riot Games","C 2020 Riot Games, P 2020 Riot Games"
"spotify:track:1yabaX59rsEmWzFXN0mlYi","Epic Motivational","spotify:artist:4axIYPGecWdaNGzpEG9e8p","StereojamMusic","spotify:album:68FnuP3OS3HNwLDfw8QrH0","Epic Inspirational Music","spotify:artist:4axIYPGecWdaNGzpEG9e8p","StereojamMusic","2016-08-24","https://i.scdn.co/image/ab67616d0000b273495d68a3facc6ae0caefa0ee","1","1","156461","https://p.scdn.co/mp3-preview/4f97101b82384d79f5c8698da38e5fb61c5e6ead?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","GBSMU9343239","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-04-07T08:47:41Z","","0.522","0.863","4","-9.248","0","0.0304","0.73","0.956","0.14","0.136","119.975","4","","StereojamMusic","C 2016 StereojamMusic, P 2016 StereojamMusic"
"spotify:track:4JtvyWkWQTPVcroZf8JJkp","Heart of Courage","spotify:artist:6BF0bXbsdujMSMeFZBGcBq, spotify:artist:2qvP9yerCZCS0U1gZU8wYp","Thomas Bergersen, Two Steps from Hell","spotify:album:0zOdkaCbYN1B42zw8TUYlY","Invincible","spotify:artist:2qvP9yerCZCS0U1gZU8wYp, spotify:artist:6BF0bXbsdujMSMeFZBGcBq, spotify:artist:3EvzCyNmY3kbUkMawjsndF","Two Steps from Hell, Thomas Bergersen, Nick Phoenix","2010-05-03","https://i.scdn.co/image/ab67616d0000b273369c295afeb6a7cbc40bed64","1","2","117394","https://p.scdn.co/mp3-preview/feb89313ad7dfb797b939501ab30d8f0564c2472?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","USCGJ1052203","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-04-18T07:45:11Z","orchestra,orchestra","0.353","0.591","1","-8.126","1","0.0512","0.511","0.896","0.108","0.198","67.523","4","","Two Steps From Hell","C 2010 Two Steps From Hell, P 2010 Two Steps From Hell"
"spotify:track:2F9xBxKbx2M0pbgtSu8fLf","Victory","spotify:artist:2qvP9yerCZCS0U1gZU8wYp, spotify:artist:6BF0bXbsdujMSMeFZBGcBq","Two Steps from Hell, Thomas Bergersen","spotify:album:4y7T04fej3MJ8tAe2FeKD5","Battlecry","spotify:artist:2qvP9yerCZCS0U1gZU8wYp","Two Steps from Hell","2015-04-28","https://i.scdn.co/image/ab67616d0000b273149cf6977defe909fd7d34fd","1","3","320467","https://p.scdn.co/mp3-preview/0ccb794604b37680b9e61f512ed1c82d8c90a9df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","US3DF1505725","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-06-18T12:49:21Z","orchestra,orchestra","0.503","0.917","10","-6.111","1","0.0649","0.00903","0.326","0.162","0.266","119.993","4","","Two Steps From Hell","C 2015 Two Steps From Hell, P 2015 Two Steps From Hell"
"spotify:track:6hHR8sa2523JZsSrQOh7us","Against All Odds","spotify:artist:0OuKKia81BtqSPqeGdp01j","Tiko Tiko","spotify:album:05uM3RwcC7aRXENDItoOpO","All in Forever","spotify:artist:0OuKKia81BtqSPqeGdp01j","Tiko Tiko","2022-09-30","https://i.scdn.co/image/ab67616d0000b27385cc5fb63a92c7937bf81b80","1","1","208399","https://p.scdn.co/mp3-preview/ef8ba4356628b9ce11fd3d8f990b18078a9ae56a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","IL6652204508","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-07-27T12:57:09Z","","0.349","0.456","0","-9.23","0","0.0313","0.00583","0.89","0.101","0.0423","86.998","3","","Artlist Original","C 2022 Artlist Original - Use This Song in Your Video - Go to Artlist.io, P 2022 Artlist Original - Use This Song in Your Video - Go to Artlist.io"
"spotify:track:4DxpIvvjgpaZDhoHwlfaY1","Echo","spotify:artist:1jpObIFmNOGfBc93WowfkT, spotify:artist:6ObJnVTLETeHSeKhYreB27, spotify:artist:12oUavIPPItdgJDNyuAlag","Lynnic, ItsArius, Dinia","spotify:album:7qXIL5uEVAQitu0RNBYmKg","Echo","spotify:artist:1jpObIFmNOGfBc93WowfkT, spotify:artist:6ObJnVTLETeHSeKhYreB27, spotify:artist:12oUavIPPItdgJDNyuAlag","Lynnic, ItsArius, Dinia","2023-07-07","https://i.scdn.co/image/ab67616d0000b2737b030297ccb2c1d63dccd4c8","1","1","166935","https://p.scdn.co/mp3-preview/9c8f436231fba7900f970ab9732b8cb73ea2ad31?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","GBKQU2357740","spotify:user:pjwjkeplirrbgs4o6iva2lzct","2024-08-20T13:46:09Z","stutter house,melodic house,stutter house,stutter house,afro house","0.658","0.473","7","-11.671","0","0.0555","0.758","0.433","0.107","0.0386","124.084","3","","Lilly Era","C 2023 Lilly Era, P 2023 Lilly Era"
